"ID","Handle","Command","Title","Vendor","Type","Tags","Tags Command","Variant Price","Variant Compare At Price","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value"
"5827019271","wilton-loveseat","UPDATE","Wilton Loveseat","Mstar-Dropped","DISCONTINUED","Black_Friday_Plus_2018, BlackFriday_Plus, clearance, color-black, columbus, CURRENT_SALE, Exclusive_Neha_10, Jan_14_2019, material-leather-match, style-contemporary, TAX2019, under-1000, under-1500, under-2000, width-65-75, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","1099.99","","shopify","0","16721836408922","16460952174682","MERGE","Title","Default Title","","","",""
"5827030535","dawson-reclining-chair","UPDATE","Dawson Lion Power Reclining Chair","Mstar-Dropped","DISCONTINUED","Barbra08-19, BF2019, Black_Friday_2018, BlackFriday_Plus, clearance, color-black, color-brown, columbus, Columbus_2017_1, CURRENT_SALE, Election, ElectionDay_2018, feature-power, FF-7/11/16, HOLIDAY, Holiday_1, Jan_14_2019, july4th, July_2017, LABOR_DAY, material-leather-match, Memorial2019, Memorial_2018, Memorial_day_2017, motion, No_Discount, power-recliners, President_day, sale-presidents day-2020, style-casual, style-contemporary, SUMMER-7/20/16, Summer_2017, TAX, TAX2019, under-1000, width-35-45, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","799.99","","shopify","0","24055120391","34595434695","MERGE","Color","Black","","","",""
"5827030535","dawson-reclining-chair","UPDATE","Dawson Lion Power Reclining Chair","Mstar-Dropped","DISCONTINUED","Barbra08-19, BF2019, Black_Friday_2018, BlackFriday_Plus, clearance, color-black, color-brown, columbus, Columbus_2017_1, CURRENT_SALE, Election, ElectionDay_2018, feature-power, FF-7/11/16, HOLIDAY, Holiday_1, Jan_14_2019, july4th, July_2017, LABOR_DAY, material-leather-match, Memorial2019, Memorial_2018, Memorial_day_2017, motion, No_Discount, power-recliners, President_day, sale-presidents day-2020, style-casual, style-contemporary, SUMMER-7/20/16, Summer_2017, TAX, TAX2019, under-1000, width-35-45, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","799.99","","shopify","0","24055120455","34595434759","MERGE","Color","Brown","","","",""
"9127328711","alden-power-recliner","UPDATE","Alden Power Recliner","Mstar-Dropped","DISCONTINUED","Barbra08-19, Black_2017, Black_Friday_2018, color-gray, Columbus_2017_1, CURRENT_SALE, Exclusive_Neha_10, feature-console, feature-power, Holiday_1, Jan_14_2019, July_2017, material-leather-match, Memorial_2018, MLK, motion, NY, power-recliners, President_day, style-contemporary, Summer_2017, TAX, under-1000, width-35-45, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","799.99","","shopify","0","16721916690522","16461022429274","MERGE","Title","Default Title","","","",""
"9127321031","alden-power-reclining-loveseat-with-console","UPDATE","Alden Power Reclining Loveseat with Console","Mstar-Dropped","DISCONTINUED","Barbra08-19, Black_2017, Black_Friday_2018, color-gray, Columbus_2017_1, Exclusive_Neha_10, feature-console, feature-power, Holiday_1, Jan_14_2019, July_2017, material-leather-match, Memorial_2018, MLK, motion, NY, President_day, style-contemporary, Summer_2017, TAX, under-1000, width-75-85, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","1199.99","","shopify","0","16721916624986","16461022363738","MERGE","Title","Default Title","","","",""
"11602535123","terrence-power-sofa-and-loveseat","UPDATE","Terrence Power Reclining Sofa","Mstar-Dropped","DISCONTINUED","Black_2017, Columbus_2017_1, Columbus_2018, console, Exclusive_Neha_10, export-1, feature-power, Holiday_1, Jan_14_2019, July_2017, material-leather-match, motion, over-2000, President_day, sleeper-queen, style-contemporary, SUMMER_CL_2018, under-2000, width-85-95, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","2599.99","","shopify","0","34904674195","46139929683","MERGE","Sleeper","No Sleeper","Configuration","Sofa","",""
"11602383507","terrence-power-loveseat","UPDATE","Terrence Power Loveseat","Mstar-Dropped","DISCONTINUED","Black_2017, Columbus_2017_1, Columbus_2018, console, Exclusive_Neha_10, export-1, feature-power, Holiday_1, Jan_14_2019, July_2017, material-leather-match, motion, President_day, style-contemporary, SUMMER_CL_2018, under-1000, under-1500, under-2000, width-85-95, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","1299.99","","shopify","0","16722061590618","16461145931866","MERGE","Title","Default Title","","","",""
"1479092011098","mazda-sofa","UPDATE","Mazda Sofa","Mstar-Dropped","DISCONTINUED","BF2019, Black_Friday_2018, clearance, color-gray, featured, Jan_14_2019, july2019, material-leather-match, Memorial2019, style-casual, style-contemporary, under-1000, under-1500, under-2000, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","1299.99","","shopify","0","33444761403482","31792536256602","MERGE","Title","Default Title","","","",""
"1619455115354","ford-power-sofa","UPDATE","Ford Power Sofa","Mstar-Dropped","DISCONTINUED","color-gray, Exclusive_Neha_10, feature-adjustable headrests, feature-power, Jan_14_2019, material-fabric, Memorial2019, motion, over-2000, power, sale-presidents day-2020, style-contemporary, Summer_2017, TAX, under-2000, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","1599.99","","shopify","0","16722245288026","16461308821594","MERGE","Title","Default Title","","","",""
"1625843957850","gillroy-sofa","UPDATE","Gilroy Sofa","USGLO-Dropped","DISCONTINUED","Barbra07-19, color-brown, Exclusive_Neha_10, july2019, material-microfiber, NJ_Warehouse, President_Sale_2019, style-classic, under-1000, width-85-95, discontinued-year-2020, discontinued-month-2, discontinued-day of month-12, discontinued-day of week-Wednesday","REPLACE","799.99","","shopify","0","16153885638746","15969225310298","MERGE","Configuration","Sofa","","","",""
