"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Published","Published At","Published Scope","Template Suffix","URL","Custom Collections","Smart Collections"
"5827019783","morgan-creek-reclining-sofa","UPDATE","Morgan Creek Heritage Power Reclining Sofa","<meta charset=""utf-8"">
<p>There’s no better place to unwind than in the reclining, body contoured comfort of the Morgan Creek Heritage power reclining sofa. Covered in embossed MicroFiber upholstery, recliners on each end extend at the push of a button for ultimate comfort.</p>
<p>100% Polyester MicroFiber.</p>
<p> </p>
<p><b></b><strong>DIMENSIONS</strong></p>
<p>88"" W x 38"" D x 40.75"" H</p>","Mstar","sofas","Black_2017, changeimage, color-brown, Election, ElectionDay_2018, exclude_2018, exclude_vv, Exclusive_Neha_10, feature-power, featured, Holiday_1, Jan_14_2019, july4th_2018, Labor2018, material-fabric, material-microfiber, motion, new_2018, No_Tax_Exclude_Discount, President_day, style-contemporary, SUMMER-7/20/16, Summer_2017, Summer_2019, TAX, under-1000, under-1500, under-2000, width-75-85","REPLACE","2016-03-29T13:41:20-04:00","2020-02-05T17:14:14-05:00","true","2016-05-13T14:55:00-04:00","global","","https://www.jenniferfurniture.com/products/morgan-creek-reclining-sofa","email-featured-sale, f-f-reclining-sofas","seating, sofas-1, guardsman-protected, living-room-sets, all, under-1000, under-1500, under-2000, material-fabric, material-microfiber, color-brown, style-contemporary, guardsman-exclude-sectional, feature-power, power-motion-sofas, morgan-creek-power-motion-collection, upholstery-items, all-active-products, width-75-85, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, loftfeatured, graceville-living-room-collection, spookysale, discount-eligible, living-room-upholstery, sofas, active-power-motion-products, discount-furniture, berkley-heights-bedroom-collection-2"
"5827019591","morgan-creek-reclining-loveseat","UPDATE","Morgan Creek Power Reclining Loveseat","<p>The Morgan Creek is a Dual Power Reclining Loveseat with plush cushions, giving extra support and comfort. This reclining loveseat easily transitions to the reclining position with a push of a button. The soft gray microfiber will fit with any decor.</p>
<p>Console includes power outlet and USB port.</p>
<p> </p>
<p><strong>DIMENSIONS</strong></p>
<p>75"" W x 38"" D x 40.75"" H</p>","Mstar","loveseats","Black_2017, color-brown, columbus, Columbus_2017_1, CURRENT_SALE, Election, ElectionDay_2018, exclude_2018, exclude_vv, Exclusive_Neha_10, feature-console, feature-power, FF-7/11/16, Holiday_1, Jan_14_2019, july4th_2018, July_2017, Labor2018, LABOR_DAY, material-fabric, material-microfiber, motion, new_2018, no_dis1, No_Tax_Exclude_Discount, ONE_DAY_SALE, President_day, style-contemporary, SUMMER-7/20/16, Summer_2017, Summer_2019, TAX, under-1000, under-1500, under-2000, width-75-85","REPLACE","2016-03-29T13:41:20-04:00","2020-02-05T17:14:14-05:00","true","2016-05-13T14:55:00-04:00","global","","https://www.jenniferfurniture.com/products/morgan-creek-reclining-loveseat","f-f-reclining-sofas","seating, loveseats, guardsman-protected, living-room-sets, all, under-1000, under-1500, under-2000, material-fabric, material-microfiber, color-brown, style-contemporary, guardsman-exclude-sectional, feature-power, morgan-creek-power-motion-collection, power-reclining-loveseats, upholstery-items, friends-family-event, all-active-products, labor-day-preview, columbus-day, width-75-85, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, loftfeatured, graceville-living-room-collection, spookysale, discount-eligible, living-room-upholstery, active-power-motion-products, discount-furniture, berkley-heights-bedroom-collection-2"
"5827019271","wilton-loveseat","UPDATE","Wilton Loveseat","<p>The Wilton leather match living room collection is all about simplicity and class. The beautiful upholstery has a luxurious look without compromising on comfort. </p>
<p><strong>DIMENSIONS</strong></p>
<p>66"" W x 41"" D x 39"" H</p>","Mstar","loveseats","Black_Friday_Plus_2018, BlackFriday_Plus, clearance, color-black, columbus, CURRENT_SALE, Exclusive_Neha_10, Jan_14_2019, material-leather-match, style-contemporary, TAX2019, under-1000, under-1500, under-2000, width-65-75","REPLACE","2016-03-29T13:41:19-04:00","2020-02-05T17:14:14-05:00","true","2016-03-29T13:41:00-04:00","global","","https://www.jenniferfurniture.com/products/wilton-loveseat","","seating, loveseats, guardsman-protected, living-room-sets, all, under-1000, under-1500, under-2000, color-black, style-contemporary, guardsman-exclude-sectional, material-leather-match, upholstery-items, wilton-living-room-collection, all-active-products, columbus-day, width-65-75, closeout-and-clearance, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, tax-sale-2019, loftfeatured, graceville-living-room-collection, spookysale, discount-eligible, living-room-upholstery, discount-furniture, berkley-heights-bedroom-collection-2"
"5826452167","softee-full-sofa-sleeper","UPDATE","Softee Full Sofa Sleeper","<p><strong>✪ PRE-ORDER NOW!  ETA March '20 ✪   </strong><br></p>
<p>*If you have any questions, please contact us.</p>
<p> </p>
<p>The Softee Sofabed with its Full Size mattress has been a best seller for many years, and there is a reason why it's so popular. It is simple, classic, comfortable and fits perfectly in any room at only 65"" wide!  Includes 2 matching bolster pillows.<br></p>
<p>See also - Softee Leather Full Sleeper Sofa</p>
<p>This model comes standard with a memory foam mattress.  If a different mattress option is purchased, the memory foam mattress is still shipped with the model.</p>
<p> <br></p>
<p><strong>Dimensions: <br></strong></p>
<p>65"" W x 36"" D x 35"" H. <br></p>
<p> </p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order. </p>
<p><strong>*KD Feature:</strong><span> This model is able to be partially assembled in home for easier access into the room you want!  If you have any questions on this, just ask us!</span></p>","Mstar","sofa sleepers","BF2019, clearance, color-gray, EXCLUSIVE, featured, material-fabric, no_dis, NY, preorder, sleeper, sleeper-full, sleepers, style-contemporary, under-500, width-55-65","REPLACE","2016-03-29T13:15:11-04:00","2020-02-05T17:42:27-05:00","true","2018-01-05T17:05:58-05:00","global","","https://www.jenniferfurniture.com/products/softee-full-sofa-sleeper","jennifer-classics, f-f-sleepers, labor-day-preview-sofabeds, perfect-space-savers, holiday-event-sleeper-sectionals, featured-sleepers","seating, guardsman-protected, living-room-sets, all, under-1000, under-1500, under-2000, material-fabric, color-gray, style-contemporary, sleeper-full, guardsman-exclude-sectional, all-active-products, width-55-65, closeout-and-clearance, sleepers, softee-sleeper-series, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, loftfeatured, graceville-living-room-collection, spookysale, preorder, living-room-upholstery, discount-furniture, berkley-heights-bedroom-collection-2"
"5827022087","marshall-avenue-recliner","UPDATE","Marshall Avenue Power Recliner","<p><strong>✪ PRE-ORDER RECLINER IN ASUZA CREAM OR GREY NOW! ETA March '20 ✪   </strong></p>
<p>*All other options can be shipped sooner based on availability.  If you have any questions, please contact us.<br></p>
<p> </p>
<p>Luxurious top grain leather where it matters, the Marshall Avenue Leather Match Power Reclining collection will bring class and comfort to your living room.</p>
<p> </p>
<p><strong>DIMENSIONS</strong></p>
<p>43"" W x 41.25"" D x 40"" H</p>","Mstar","recliners","BF2019, Black_Friday_Plus_2018, color-brown, color-gray, columbus, Columbus_2017_1, Columbus_2018, CURRENT_SALE, Election, ElectionDay_2018, feature-power, FF-7/11/16, HOLIDAY, Holiday_1, Holiday_2018, Jan_14_2019, july2019, july4th_2018, July_2017, LABOR_DAY, material-leather-match, Memorial_2018, Memorial_day_2017, No_Discount, NY, power-recliners, President_day, style-contemporary, SUMMER-7/20/16, Summer_2017, Summer_2019, TAX, under-1000, under-1500, under-2000, width-35-45","REPLACE","2016-03-29T13:41:25-04:00","2020-02-05T17:14:14-05:00","true","2016-03-29T13:41:00-04:00","global","","https://www.jenniferfurniture.com/products/marshall-avenue-recliner","","seating, recliners, guardsman-protected, living-room-sets, all, under-1000, under-1500, under-2000, color-gray, color-brown, style-contemporary, guardsman-exclude-sectional, material-leather-match, feature-power, marshall-avenue-motion-living-room-collection, power-recliners, delivery-chairs, friends-family-event, all-active-products, labor-day-preview, columbus-day, width-35-45, power-lift-recliner, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, loftfeatured, graceville-living-room-collection, spookysale, living-room-upholstery, living-room-chairs, active-power-motion-products, discount-furniture, berkley-heights-bedroom-collection-2"
"5827022919","murray-road-reclining-sofa","UPDATE","Murray Road Manual Reclining Sofa","<p>The Murray Road Dual Reclining Sofa is covered in a rich chocolate leather with padded arms for extra comfort. Guaranteed to bring hours of relaxation to your home!</p>
<p> </p>
<p><strong>DIMENSIONS</strong></p>
<p>88"" W x 40.5"" D x 39"" H</p>","Mstar","sofas","Aug_2017, BF2019, Black_2017, changeimage, clearance, color-black, color-brown, columbus, CURRENT_SALE, Election, feature-power, featured, LABOR_DAY, leather-collection, material-leather-match, motion, NY, ONE_DAY_SALE, President_day, sale, style-contemporary, under-1000, under-1500, under-2000, width-85-95","REPLACE","2016-03-29T13:41:27-04:00","2020-02-05T17:14:14-05:00","true","2019-11-13T12:15:12-05:00","global","","https://www.jenniferfurniture.com/products/murray-road-reclining-sofa","email-featured-sale, new-year-motion","seating, sofas-1, featured-sale, murray-road-living-room-collection, guardsman-protected, living-room-sets, all, under-1000, under-1500, under-2000, color-black, color-brown, style-contemporary, guardsman-exclude-sectional, material-leather-match, feature-power, leather-collection, power-motion-sofas, upholstery-items, all-active-products, labor-day-preview, columbus-day, width-85-95, closeout-and-clearance, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, murray-sofa-collection, loftfeatured, graceville-living-room-collection, spookysale, living-room-upholstery, sofas, discount-furniture, berkley-heights-bedroom-collection-2"
"5827023303","murray-road-recliner","UPDATE","Murray Road Manual Recliner","<p><strong>✪ PRE-ORDER NOW!  ETA March '20 ✪   </strong><br></p>
<p>*If you have any questions, please contact us.</p>
<p> </p>
<p>The Murray Road Recliner is covered in a rich chocolate leather with padded arms for extra comfort. Guaranteed to bring hours of relaxation to your home!</p>
<p> </p>
<p><strong>DIMENSIONS</strong></p>
<p>40"" W x 41"" D x 38"" H</p>","Mstar","recliners","Aug_2017, BF2019, Black_2017, clearance, color-black, color-brown, columbus, Election, feature-power, featured, FF-7/11/16, July_2017, Labor2018, LABOR_DAY, material-leather-match, Memorial_day_2017, motion, No_Discount, NY, ONE_DAY_SALE, power-recliners, President_day, style-contemporary, style-modern, SUMMER-7/20/16, Summer_2017, under-1000, under-1500, under-2000, under-500, width-35-45","REPLACE","2016-03-29T13:41:28-04:00","2020-02-05T17:14:14-05:00","true","2018-11-20T19:58:08-05:00","global","","https://www.jenniferfurniture.com/products/murray-road-recliner","","seating, recliners, murray-road-living-room-collection, guardsman-protected, living-room-sets, all, under-500, under-1000, under-1500, under-2000, color-black, color-brown, style-contemporary, style-modern, guardsman-exclude-sectional, material-leather-match, feature-power, power-recliners, delivery-chairs, friends-family-event, all-active-products, labor-day-preview, columbus-day, width-35-45, closeout-and-clearance, power-lift-recliner, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, murray-sofa-collection, loftfeatured, graceville-living-room-collection, spookysale, living-room-upholstery, living-room-chairs, discount-furniture, berkley-heights-bedroom-collection-2"
"5827028423","mapello-ottoman","UPDATE","Mapello Ottoman","<meta charset=""utf-8"">
<p>Kick back and relax in the ultimate comfort of the Mapello Living Room collection. Generous seating provides the perfect place to enjoy hours of lounging with family and friends.</p>
<p><strong>DIMENSIONS</strong></p>
<p>42"" W x 42"" D x 20"" H</p>","Mstar","Ottomans","02.18.2018, clearance, color-brown, columbus, Exclusive_Neha_10, Holiday_1, LABOR_DAY, material-leather-match, MLK, No_Tax_Exclude_Discount, PREORDER, SUMMER-7/20/16, TAX, under-1000, under-1500, under-2000, under-500, Yellow","REPLACE","2016-03-29T13:41:39-04:00","2020-02-05T17:14:15-05:00","true","2016-03-29T13:41:00-04:00","global","","https://www.jenniferfurniture.com/products/mapello-ottoman","","ottomans, guardsman-protected, living-room-sets, all, under-500, under-1000, under-1500, under-2000, color-brown, guardsman-exclude-sectional, material-leather-match, ancillary-items, all-active-products, labor-day-preview, columbus-day, closeout-and-clearance, mlk, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, loftfeatured, graceville-living-room-collection, spookysale, discount-eligible, preorder, living-room-upholstery, discount-furniture, berkley-heights-bedroom-collection-2"
"5827030535","dawson-reclining-chair","UPDATE","Dawson Lion Power Reclining Chair","<p><strong>✪ PRE-ORDER<span> </span>RECLINER<span> </span>IN<span> BROWN </span>NOW!  ETA March '20 ✪   </strong><br></p>
<p>*All other options<span> </span>can be shipped<span> </span>sooner based on availability.  If you have any questions, please contact us.</p>
<p> </p>
<p><span>Whether you prefer fashion black or chocolate brown, Dawson looks spectacular! Luxurious texture, 100% leather seating &amp; simple power controls; this collection speaks volumes.</span></p>
<p> </p>
<p><span></span><strong></strong><strong>DIMENSIONS</strong></p>
<p>42"" W x 41"" D x 40"" H</p>
<p> </p>","Mstar","recliners","Barbra08-19, BF2019, Black_Friday_2018, BlackFriday_Plus, clearance, color-black, color-brown, columbus, Columbus_2017_1, CURRENT_SALE, Election, ElectionDay_2018, feature-power, FF-7/11/16, HOLIDAY, Holiday_1, Jan_14_2019, july4th, July_2017, LABOR_DAY, material-leather-match, Memorial2019, Memorial_2018, Memorial_day_2017, motion, No_Discount, power-recliners, President_day, style-casual, style-contemporary, SUMMER-7/20/16, Summer_2017, TAX, TAX2019, under-1000, width-35-45","REPLACE","2016-03-29T13:41:43-04:00","2020-02-05T17:14:15-05:00","true","2016-04-21T13:16:00-04:00","global","","https://www.jenniferfurniture.com/products/dawson-reclining-chair","","seating, recliners, dawson-living-room-collection, guardsman-protected, living-room-sets, all, under-500, under-1000, under-1500, under-2000, color-black, color-brown, style-contemporary, guardsman-exclude-sectional, material-leather-match, feature-power, power-recliners, delivery-chairs, july-4th-event, friends-family-event, all-active-products, labor-day-preview, columbus-day, width-35-45, closeout-and-clearance, power-lift-recliner, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, tax-sale-2019, loftfeatured, graceville-living-room-collection, spookysale, living-room-upholstery, living-room-chairs, active-power-motion-products, discount-furniture, berkley-heights-bedroom-collection-2"
"5827023175","murray-road-reclining-loveseat","UPDATE","Murray Road Manual Reclining Loveseat","<p>The Murray Road Dual Reclining Loveseat  with console is covered in a rich chocolate leather . The casual contemporary loveseat features footrests that provide full leg support.  The seats have lower lumbar support, and the  pillow top  arms allow for a truly relaxing experience.Guaranteed to bring hours of relaxation to your home!</p>
<p> </p>
<p><strong>DIMENSIONS</strong></p>
<p>77"" W x 40.5"" D x 39"" H</p>","Mstar","Loveseat","Aug_2017, BF2019, Black_2017, clearance, color-black, color-brown, color-gray, columbus, Columbus_2017_1, CURRENT_SALE, Election, feature-console, feature-power, featured, FF-7/11/16, July_2017, Labor2018, LABOR_DAY, material-leather-match, Memorial_day_2017, motion, NY, ONE_DAY_SALE, President_day, style-contemporary, style-modern, SUMMER-7/20/16, Summer_2017, under-1000, under-1500, under-2000, width-75-85","REPLACE","2016-03-29T13:41:28-04:00","2020-02-05T17:14:14-05:00","true","2018-11-20T19:58:07-05:00","global","","https://www.jenniferfurniture.com/products/murray-road-reclining-loveseat","","seating, loveseats, murray-road-living-room-collection, guardsman-protected, all, under-1000, under-1500, under-2000, color-black, color-gray, color-brown, style-contemporary, style-modern, guardsman-exclude-sectional, material-leather-match, feature-power, power-reclining-loveseats, friends-family-event, all-active-products, labor-day-preview, columbus-day, width-75-85, closeout-and-clearance, terrence-living-room-collection, flynn-bedroom-collection, new-living-room-collection-collection, trea-living-room-collection, murray-sofa-collection, loftfeatured, graceville-living-room-collection, spookysale, living-room-upholstery, discount-furniture, berkley-heights-bedroom-collection-2"
